#Summary : 
#Best fitness Pop 1;0.896814
#Best fitness Pop 2;0.896814
#Std deviation Pop 1;0.0645107
#Std deviation Pop 2;0.119239
#Sensitivity;0.914149
#Specificity;0.881944
#Accuracy;0.893318
#PPV;0.80872
#RMSE;0.320732
#RRSE;0.684391
#RAE;0.235486
#MSE;0.102869
#ADM;0.895593
#MDM;0.0669141
#Size;1
#OverLearn;0.7

#Parameters : 
#Generations;200
#Population size;120
#Number of rules;5
#Number of var per rule;3
#Number of output variables;1
#Number of input sets;2
#Number of output sets;2
#Input sets pos. code size;7
#Output sets pos. code size;1
#Input vars bit code size;8
#Output vars bit code size;1
#Input sets bit code size;2
#Output sets bit code size;1
#Elite size;5
#Crossover probability;0.9
#Individual mutation prob.;0.2
#Bit mutation prob.;0.01
#Fixed vars;0
#Sensitivity weight;0.94
#Specificity weight;0.98
#Accuracy weight;0
#PPV weight;0
#RMSE weight;0.1
#RRSE weight;0
#RAE weight;0
#MSE weight;0
#ADM weight;0
#MDM weight;0
#Size weight;0.6
#OverLearn weight;0

#Fuzzy system : 
 IF  THEN  is MF 0
 IF  THEN  is MF 1
 IF 210487_at is MF 0 THEN  is MF 0
 IF  THEN  is MF 0
 IF  THEN  is MF 1
 ELSE :  is 1  

Membership functions : 
210487_at (6.43739 , 7.06758) ;  (0 , 1)


#Population Variables
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
1; 0.528381; 0.480855; 0.875994; 0.438368; 0.592925; 0.459933;0.529133
2; 0.527587; 0.479116; 0.875994; 0.438368; 0.592925; 0.459933;0.529133
3; 0.513831; 0.476155; 0.901431; 0.77691; 0.820887; 0.688107;0.455764
4; 0.619211; 0.515408; 0.72655; 0.960938; 0.878158; 0.910359;0.362217
5; 0.619211; 0.51394; 0.72655; 0.960938; 0.878158; 0.910359;0.362217
6; 0.725281; 0.442854; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
7; 0.692813; 0.504627; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
8; 0.708222; 0.507589; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
9; 0.667025; 0.486675; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
10; 0.701084; 0.470565; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
11; 0.679789; 0.452589; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
12; 0.701084; 0.470403; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
13; 0.701084; 0.47148; 0.891892; 0.886285; 0.888265; 0.810694;0.448133
14; 0.706845; 0.486373; 0.841017; 0.916667; 0.889949; 0.8464;0.291709
15; 0.737181; 0.569206; 0.844197; 0.924479; 0.896126; 0.859223;0.288426
16; 0.737181; 0.572876; 0.844197; 0.924479; 0.896126; 0.859223;0.288426
17; 0.740407; 0.561968; 0.798092; 0.934028; 0.886019; 0.868512;0.299942
18; 0.740407; 0.577524; 0.798092; 0.934028; 0.886019; 0.868512;0.299942
19; 0.740407; 0.588965; 0.887122; 0.864583; 0.872544; 0.781513;0.321731
20; 0.740407; 0.579382; 0.887122; 0.864583; 0.872544; 0.781513;0.321731
21; 0.740856; 0.604249; 0.887122; 0.864583; 0.872544; 0.781513;0.321731
22; 0.740859; 0.600106; 0.887122; 0.864583; 0.872544; 0.781513;0.321731
23; 0.749309; 0.583718; 0.885533; 0.868056; 0.874228; 0.785614;0.319905
24; 0.751365; 0.597629; 0.883943; 0.875; 0.878158; 0.794286;0.318478
25; 0.751365; 0.60405; 0.883943; 0.875; 0.878158; 0.794286;0.318478
26; 0.751365; 0.602989; 0.883943; 0.875; 0.878158; 0.794286;0.318478
27; 0.751557; 0.598465; 0.882353; 0.878472; 0.879843; 0.798561;0.316654
28; 0.751557; 0.604508; 0.755167; 0.917535; 0.860191; 0.833333;0.334242
29; 0.790308; 0.693309; 0.755167; 0.917535; 0.860191; 0.833333;0.334242
30; 0.790308; 0.667884; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
31; 0.790308; 0.66703; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
32; 0.790308; 0.68955; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
33; 0.790308; 0.688953; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
34; 0.789541; 0.678194; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
35; 0.789541; 0.682662; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
36; 0.790308; 0.690148; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
37; 0.790308; 0.691096; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
38; 0.789718; 0.704756; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
39; 0.789718; 0.711058; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
40; 0.876768; 0.820163; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
41; 0.876768; 0.828361; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
42; 0.876768; 0.815262; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
43; 0.876768; 0.823824; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
44; 0.876768; 0.819754; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
45; 0.876768; 0.831584; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
46; 0.876768; 0.828546; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
47; 0.876768; 0.8268; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
48; 0.876768; 0.829798; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
49; 0.876768; 0.80527; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
50; 0.876768; 0.798994; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
51; 0.876768; 0.82353; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
52; 0.876768; 0.825327; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
53; 0.876768; 0.824692; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
54; 0.876768; 0.813981; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
55; 0.876768; 0.814064; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
56; 0.876768; 0.820511; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
57; 0.876768; 0.825453; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
58; 0.876768; 0.829381; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
59; 0.876768; 0.83937; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
60; 0.876768; 0.845421; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
61; 0.876768; 0.846819; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
62; 0.876768; 0.851586; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
63; 0.876768; 0.857165; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
64; 0.876768; 0.847526; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
65; 0.876768; 0.842255; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
66; 0.876768; 0.833821; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
67; 0.876768; 0.829666; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
68; 0.876768; 0.832308; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
69; 0.876768; 0.841445; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
70; 0.876768; 0.836391; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
71; 0.876768; 0.848455; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
72; 0.876768; 0.846316; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
73; 0.876768; 0.851599; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
74; 0.876768; 0.8457; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
75; 0.876768; 0.850151; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
76; 0.876768; 0.84754; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
77; 0.876768; 0.839881; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
78; 0.876768; 0.844842; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
79; 0.876768; 0.840743; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
80; 0.876768; 0.841937; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
81; 0.876768; 0.854465; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
82; 0.876768; 0.849659; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
83; 0.876768; 0.8472; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
84; 0.876768; 0.853361; 0.796502; 0.888021; 0.855699; 0.795238;0.355502
